Original Title,Closest 1,Closest 2,Closest 3,doi,Article_ID
international journal of analytical chemistry,International Journal of Analytical Chemistry,International Journal of Industrial Chemistry,International Journal of Medicinal Chemistry,https://doi.org/10.1155/2019/5417962,10-1155_2019_5417962
international journal of artificial organs,INTERNATIONAL JOURNAL OF ARTIFICIAL ORGANS,INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS,International Journal of Material Forming,https://doi.org/10.1177/0391398818823765,10-1177_0391398818823765
international journal of automation and smart technologyopen access,International Journal of Innovation and Technology Management,International Journal of Automation Technology,International Journal of Information and Learning Technology,https://doi.org/10.5875/ausmt.v8i1.1582,10-5875_ausmt-v8i1-1582
international journal of behavioral medicine,INTERNATIONAL JOURNAL OF BEHAVIORAL MEDICINE,International Journal of General Medicine,INTERNATIONAL JOURNAL OF LEGAL MEDICINE,https://doi.org/10.1007/s12529-019-09780-9,10-1007_s12529-019-09780-9
international journal of bilingual education and bilingualism,International Journal of Bilingual Education and Bilingualism,International Journal of Education and the Arts,INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS,https://doi.org/10.1080/13670050.2015.1051944,10-1080_13670050-2015-1051944
international journal of bilingualism,International Journal of Bilingualism,International Journal of Multilingualism,International Journal of Business,https://doi.org/10.1177/1367006917733067,10-1177_1367006917733067
international journal of clinical and health psychology,International Journal of Clinical and Health Psychology,International Journal of Clinical and Experimental Pathology,International Journal of Educational Psychology,https://doi.org/10.1016/j.ijchp.2020.07.004,10-1016_j-ijchp-2020-07-004
international journal of comparative psychology,INTERNATIONAL JOURNAL OF COMPARATIVE SOCIOLOGY,INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY,International Journal of AEROSPACE Psychology,empty,-1.91E+18
international journal of contemporary management,International Journal of Contemporary Management,International Journal of Cancer Management,International Journal of Network Management,https://doi.org/10.4467/24498939ijcm.16.022.6703,10-4467_24498939ijcm-16-022-6703
international journal of developmental disabilities,International Journal of Developmental Disabilities,INTERNATIONAL JOURNAL OF DEVELOPMENTAL BIOLOGY,INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE,https://doi.org/10.1080/20473869.2020.1797450,10-1080_20473869-2020-1797450
international journal of disability development and education,International Journal of Disability Development and Education,International Journal of Health Promotion and Education,International Journal of Artificial Intelligence in Education,https://doi.org/10.1080/1034912x.2017.1411582,10-1080_1034912x-2017-1411582
international journal of education and science,International Journal of Educational Sciences,International Journal of Education and the Arts,International Journal of Innovation Science,https://doi.org/10.26697/ijes.2019.4.29,10-26697_ijes-2019-4-29
international journal of forensic mental health,International Journal of Forensic Mental Health,INTERNATIONAL JOURNAL OF MENTAL HEALTH,International Journal of Transgender Health,https://doi.org/10.1080/14999013.2017.1339744,10-1080_14999013-2017-1339744
international journal of group psychotherapy,INTERNATIONAL JOURNAL OF GROUP PSYCHOTHERAPY,International Journal of Group Theory,International Journal of Integrative Psychotherapy,https://doi.org/10.1080/00207284.2019.1653189,10-1080_00207284-2019-1653189
international journal of human resource management,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,International Journal of Cancer Management,International Journal of Healthcare Management,https://doi.org/10.1080/09585192.2018.1443962,10-1080_09585192-2018-1443962
international journal of hygiene and environmental health,INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH,INTERNATIONAL JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,International Journal of Forensic Mental Health,https://doi.org/10.1016/j.ijheh.2020.113562,10-1016_j-ijheh-2020-113562
international journal of innovative research in computer and communication engineering,International Journal of Naval Architecture and Ocean Engineering,International Journal of Pervasive Computing and Communications,International Journal of Future Generation Communication and Networking,https://doi.org/10.15680/ijircce.2019.,10-15680_ijircce-2019-
international journal of intercultural relations,INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,International Journal of Multicultural Education,International Journal of Differential Equations,https://doi.org/10.1016/j.ijintrcl.2020.08.007,10-1016_j-ijintrcl-2020-08-007
international journal of language  communication disorders,INTERNATIONAL JOURNAL OF LANGUAGE & COMMUNICATION DISORDERS,INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS,International Journal of Mobile Communications,https://doi.org/10.1111/1460-6984.12631,10-1111_1460-6984-12631
international journal of mental health and addiction,International Journal of Mental Health and Addiction,International Journal of Mental Health Promotion,International Journal of Mental Health Nursing,https://doi.org/10.1007/s11469-019-00193-z,10-1007_s11469-019-00193-z
international journal of methods in psychiatric research,INTERNATIONAL JOURNAL OF METHODS IN PSYCHIATRIC RESEARCH,International Journal of Fluid Mechanics Research,INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH,https://doi.org/10.1002/mpr.1809,10-1002_mpr-1809
international journal of molecular sciences,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,International Journal of Medical Sciences,INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE,https://doi.org/10.3390/ijms21239265,10-3390_ijms21239265
international journal of multilingualism,International Journal of Multilingualism,International Journal of Bilingualism,International Journal of Multiphysics,https://doi.org/10.1080/14790718.2020.1811710,10-1080_14790718-2020-1811710
international journal of neuroscience,INTERNATIONAL JOURNAL OF NEUROSCIENCE,International Journal of Nanoscience,International Journal of Oral Science,https://doi.org/10.1080/00207454.2020.1748621,10-1080_00207454-2020-1748621
international journal of pediatric otorhinolaryngology,INTERNATIONAL JOURNAL OF PEDIATRIC OTORHINOLARYNGOLOGY,International Journal of Pediatric Otorhinolaryngology Extra,International Journal of Pediatric Endocrinology,https://doi.org/10.1016/j.ijporl.2019.109625,10-1016_j-ijporl-2019-109625
international journal of personality psychology,International Journal of AEROSPACE Psychology,INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY,International Journal of Educational Psychology,https://doi.org/10.21827/ijpp.5.35594,10-21827_ijpp-5-35594
international journal of psychology,INTERNATIONAL JOURNAL OF PSYCHOLOGY,International Journal of Sociology,International Journal of Technology,https://doi.org/10.1002/ijop.12372,10-1002_ijop-12372
international journal of psychophysiology,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,INTERNATIONAL JOURNAL OF PSYCHOLOGY,International Journal of Sociology,https://doi.org/10.1016/j.ijpsycho.2021.03.002,10-1016_j-ijpsycho-2021-03-002
international journal of qualitative methods,International Journal of Qualitative Methods,International Journal of Computational Methods,International Journal of Palliative Nursing,https://doi.org/10.1177/1609406920909674,10-1177_1609406920909674
international journal of research in elearning,International Journal of Research in E-learning,INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING,International Journal of Pedagogies & Learning,https://doi.org/10.31261/ijrel.2018.5.2.04,10-31261_ijrel-2018-5-2-04
international journal of rheumatic diseases,International Journal of Rheumatic Diseases,INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,INTERNATIONAL JOURNAL OF THERMAL SCIENCES,https://doi.org/10.1111/1756-185x.12738,10-1111_1756-185x-12738
international journal of school and educational psychology,International Journal of Educational Psychology,International Journal of Sport and Exercise Psychology,International Journal of Clinical and Health Psychology,https://doi.org/10.1080/21683603.2020.1864533,10-1080_21683603-2020-1864533
international journal of selection and assessment,INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT,INTERNATIONAL JOURNAL OF ADHESION AND ADHESIVES,INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,https://doi.org/10.1111/ijsa.12241,10-1111_ijsa-12241
international journal of sexual health,International Journal of Sexual Health,INTERNATIONAL JOURNAL OF MENTAL HEALTH,International Journal of Public Health,empty,7.32E+18
international journal of social psychology,INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY,International Review of Social Psychology,https://doi.org/10.1080/02134748.2020.1840230,10-1080_02134748-2020-1840230
international journal of special education ijse,International Journal of Special Education,International Journal of Medical Education,International Journal of STEM Education,empty,-3.02E+18
international journal of sport and exercise psychology,International Journal of Sport and Exercise Psychology,International Review of Sport and Exercise Psychology,International Journal of Applied Exercise Physiology,https://doi.org/10.1080/1612197x.2020.1766538,10-1080_1612197x-2020-1766538
international journal of stress management,INTERNATIONAL JOURNAL OF STRESS MANAGEMENT,International Journal of Arts Management,INTERNATIONAL JOURNAL OF PEST MANAGEMENT,https://doi.org/10.1037/str0000070,10-1037_str0000070
international journal of technology and human interaction,International Journal of Technology and Human Interaction,INTERNATIONAL JOURNAL OF TECHNOLOGY AND DESIGN EDUCATION,International Journal of Technology in Education,https://doi.org/10.4018/ijthi.2019010103,10-4018_ijthi-2019010103
international journal of womens health,International Journal of Womens Health,INTERNATIONAL JOURNAL OF MENTAL HEALTH,International Journal of Public Health,https://doi.org/10.2147/ijwh.s294216,10-2147_ijwh-s294216
international journal on disability and human development,INTERNATIONAL JOURNAL OF AGING & HUMAN DEVELOPMENT,International Journal of Training and Development,International Journal of Happiness and Development,https://doi.org/10.1515/ijdhd-2016-0036,10-1515_ijdhd-2016-0036
international urology and nephrology,INTERNATIONAL UROLOGY AND NEPHROLOGY,Minerva Urology and Nephrology,International Journal of Nephrology,https://doi.org/10.1007/s11255-021-02994-5,10-1007_s11255-021-02994-5
international archives of allergy and immunology,INTERNATIONAL ARCHIVES OF ALLERGY AND IMMUNOLOGY,International Forum of Allergy & Rhinology,International Archives of Otorhinolaryngology,https://doi.org/10.1159/000497320,10-1159_000497320
international journal of neural systems,International Journal of Neural Systems,INTERNATIONAL JOURNAL OF GENERAL SYSTEMS,International Journal of Fuzzy Systems,empty,2.44E+18
international journal of psychophysiology  official journal of the international organization of psychophysiology,AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY,International Journal of Adult Vocational Education and Technology,AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY,https://doi.org/10.1016/j.ijpsycho.2017.04.006,10-1016_j-ijpsycho-2017-04-006
international journal of radiation oncology biology physics,INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,INTERNATIONAL JOURNAL OF RADIATION BIOLOGY,International Journal of Mathematics and Physics,https://doi.org/10.1016/j.ijrobp.2021.02.019,10-1016_j-ijrobp-2021-02-019
internet interventions,Internet Mathematics,EuroIntervention,International Relations,https://doi.org/10.1016/j.invent.2017.01.001,10-1016_j-invent-2017-01-001
interpersona an international journal on personal relationships,Interventions-International Journal of Postcolonial Studies,ISPRS International Journal of Geo-Information,Anglica. An International Journal of English Studies,https://doi.org/10.5964/ijpr.v13i1.323,10-5964_ijpr-v13i1-323
investigationes linguisticae,Investigaciones Turisticas,Investigaciones Feministas,INVESTIGACION CLINICA,https://doi.org/10.14746/il.2018.42.1,10-14746_il-2018-42-1
investigative ophthalmology and visual science,INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,RESTORATIVE NEUROLOGY AND NEUROSCIENCE,Integrative Psychological and Behavioral Science,https://doi.org/10.1167/iovs.19-27028,10-1167_iovs-19-27028
issues in early education,Studies in Art Education,Issues in Accounting Education,ISSUES IN LAW & MEDICINE,https://doi.org/10.5604/01.3001.0010.5589,10-5604_01-3001-0010-5589
issues in educational research,Issues in Educational Research,REVIEW OF EDUCATIONAL RESEARCH,Music Education Research,empty,7.59E+18
j back musculoskelet rehabil,Musculoskeletal Care,BMC MUSCULOSKELETAL DISORDERS,BLACK MUSIC RESEARCH JOURNAL,empty,-8.15E+18
jama,Gaia,Data,Pampa,https://doi.org/10.1001/jama.2017.9478,10-1001_jama-2017-9478
jama pediatrics,JAMA Pediatrics,BMC Pediatrics,PEDIATRICS,https://doi.org/10.1001/jamapediatrics.2020.0578,10-1001_jamapediatrics-2020-0578
jama network open,JAMA Network Open,JAMA Neurology,IEEE NETWORK,https://doi.org/10.1001/jamanetworkopen.2020.17507,10-1001_jamanetworkopen-2020-17507
jasss,Arts,Habis,AIDS,https://doi.org/10.18564/jasss.4178,10-18564_jasss-4178
jmir mental health,JMIR Mental Health,BMJ Mental Health,AGING & MENTAL HEALTH,https://doi.org/10.2196/32007,10-2196_32007
jmir research protocols,JMIR Research Protocols,Jazz Research Journal,Nature Protocols,https://doi.org/10.2196/14584,10-2196_14584
jmir mhealth and uhealth,JMIR mHealth and uHealth,JMIR Mental Health,Epidemiology and Health,https://doi.org/10.2196/26397,10-2196_26397
journal of developmental and physical disabilities,JOURNAL OF DEVELOPMENTAL AND PHYSICAL DISABILITIES,JOURNAL OF DEVELOPMENTAL AND BEHAVIORAL PEDIATRICS,Journal of Human Development and Capabilities,https://doi.org/10.1007/s10882-019-09697-x,10-1007_s10882-019-09697-x
journal of personality,JOURNAL OF PERSONALITY,Journal of Pregnancy,JOURNAL OF PETROLOGY,https://doi.org/10.1111/jopy.12314,10-1111_jopy-12314
journal of personality and social psychology,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,JOURNAL OF LANGUAGE AND SOCIAL PSYCHOLOGY,JOURNAL OF APPLIED SOCIAL PSYCHOLOGY,https://doi.org/10.1037/pspp0000125,10-1037_pspp0000125
ja my oni  poradnik psychologiczny polityki,Journal of Forensic Psychology Practice,Polskie Forum Psychologiczne,Journal of Sport Psychology in Action,empty,4.61E+18
japanese psychological research,JAPANESE PSYCHOLOGICAL RESEARCH,Asian Herpetological Research,Health Psychology Research,https://doi.org/10.1111/jpr.12240,10-1111_jpr-12240
joint bone spine,JOINT BONE SPINE,JOR Spine,Point of Care,https://doi.org/10.1016/j.jbspin.2021.105298,10-1016_j-jbspin-2021-105298
journal for perspectives of economic political and social integration,Journal for Perspectives of Economic Political and Social Integration. Journal for Mental Changes,Journal of the Economic Science Association-JESA,Journal of Economic and Social Studies,https://doi.org/10.18290/pepsi-2020-0002,10-18290_pepsi-2020-0002
journal for specialists in pediatric nursing,Journal for Specialists in Pediatric Nursing,Journal for Specialists in Group Work,Journal of PeriAnesthesia Nursing,https://doi.org/10.1111/jspn.12201,10-1111_jspn-12201
journal for the theory of social behaviour,JOURNAL FOR THE THEORY OF SOCIAL BEHAVIOUR,JOURNAL OF HEALTH AND SOCIAL BEHAVIOR,Journal for the Study of Spirituality,https://doi.org/10.1111/jtsb.12275,10-1111_jtsb-12275
journal of aoac international,JOURNAL OF AOAC INTERNATIONAL,Journal of Plant Interactions,Journal of Osseointegration,https://doi.org/10.5740/jaoacint.17-0165,10-5740_jaoacint-17-0165
journal of addiction medicine,Journal of Addiction Medicine,JOURNAL OF PALLIATIVE MEDICINE,Journal of Transfusion Medicine,https://doi.org/10.1097/adm.0000000000000358,10-1097_adm-0000000000000358
journal of addiction science,Journal of Addiction Medicine,Journal of Medical Science,JOURNAL OF SEPARATION SCIENCE,https://doi.org/10.17756/jas.2020-045,10-17756_jas-2020-045
journal of adolescent research,JOURNAL OF ADOLESCENT RESEARCH,JOURNAL OF ADOLESCENT HEALTH,Journal of Advanced Research,https://doi.org/10.1177/0743558419845870,10-1177_0743558419845870
journal of advanced nursing,JOURNAL OF ADVANCED NURSING,Journal of Advanced Physics,Journal of Advanced Ceramics,https://doi.org/10.1111/jan.14872,10-1111_jan-14872
journal of alzheimers disease,JOURNAL OF ALZHEIMERS DISEASE,Journal of Alzheimers Disease Reports,Journal of Acute Disease,https://doi.org/10.3233/jad-190219,10-3233_jad-190219
journal of american academic research,JOURNAL OF MEDICAL INTERNET RESEARCH,JOURNAL OF RUSSIAN LASER RESEARCH,Journal of Burn Care & Research,empty,5.52E+18
journal of american college health,JOURNAL OF AMERICAN COLLEGE HEALTH,JOURNAL OF AMERICAN CULTURE,JOURNAL OF AMERICAN FOLKLORE,empty,3.53E+18
journal of applied developmental psychology,JOURNAL OF APPLIED DEVELOPMENTAL PSYCHOLOGY,JOURNAL OF APPLIED SOCIAL PSYCHOLOGY,JOURNAL OF APPLIED SPORT PSYCHOLOGY,https://doi.org/10.1016/j.appdev.2019.101060,10-1016_j-appdev-2019-101060
